"Year","State","Coal","Oil","Gas","Residential","Commercial","Industry","Transport","Electricity"
2014,"Maryland",19,31.8,10.7,6.9,5.1,2.7,27.8,19
2014,"Massachusetts",2.8,38,23,13.6,7.2,3.4,28.8,10.8
2014,"Michigan",58.2,57.5,46.7,21.8,12.1,20.4,48.5,59.6
2014,"Minnesota",29.6,39.2,26,9.8,7.1,18.8,30,29.1
2014,"Mississippi",11,29.7,23.4,2,1.6,11.2,25.6,23.7
2014,"Missouri",73.7,42.4,15.9,7.2,4.7,9.3,37.6,73.2
2014,"Montana",16.6,11.5,4.2,1.6,1.3,4.5,7.8,17.1
2014,"Nebraska",26.1,16.4,9.5,2.7,2,9.2,13.9,24.2
2014,"Nevada",7.5,15.7,13.8,2,1.8,3.1,14.1,16
2014,"New Hampshire",1.4,10.4,3.1,2.6,1.4,0.9,6.7,3.3
2014,"New Jersey",2.9,68.3,42.3,16.1,12.3,9.7,58.7,16.7
2014,"New Mexico",20.3,16.2,13.6,2.1,1.6,7.6,14.3,24.5
2014,"New York",6.1,90.1,73.5,35.1,22,9.4,72.7,30.5
2014,"North Carolina",47.4,55,24.4,5.6,5.1,10.4,48.7,57
2014,"North Dakota",37.7,16.3,4.4,1,1.4,17.2,9.9,28.9
2014,"Ohio",99.6,76.8,55.5,19.5,11.6,39.8,63.2,97.8
2014,"Oklahoma",31.8,37.9,35.3,4.2,3,23.1,32.7,42
2014,"Oregon",3.2,22.7,11.9,2.5,1.7,4.8,20.9,7.9
2014,"Pennsylvania",97.7,80.8,66.7,22.2,11.2,52.5,60.4,98.9
2014,"Rhode Island",0,5.7,4.8,2.3,1.1,0.5,4.2,2.4
2014,"South Carolina",28.9,33.5,12.4,2,1.8,8.3,30.3,32.4
2014,"South Dakota",3.1,7.8,4.5,1.1,0.8,3.8,6.7,3
2014,"Tennessee",40.3,46.8,16.5,4.8,3.7,16.6,41.4,37.1
2014,"Texas",149.8,279.1,212.8,13.9,12.1,169.2,221.6,224.9
2014,"Utah",32.5,19.4,13.4,3.6,2.5,8.1,16.7,34.4
2014,"Vermont",0,5.3,0.6,1.4,0.8,0.4,3.3,0
2014,"Virginia",26.2,54.6,23.2,6.9,5.4,12.5,48.9,30.3
2014,"Washington",7.3,49.1,17,5.1,3.8,12.2,40.6,11.7
2014,"West Virginia",77.1,12.7,8.7,1.9,1.6,10.5,11.1,73.4
2014,"Wisconsin",39.4,36.4,25.4,10.2,6.5,14.4,30.3,39.8
2014,"Wyoming",46.2,11.9,7.4,0.9,1.1,12.2,8.1,43.2
